REPORTING.YEAR,FACILITY.NAME,FACILITY.CITY,FACILITY.COUNTY,FACILITY.STATE,FACILITY.ZIP.CODE,PRIMARY.NAICS.CODE,LATITUDE,LONGITUDE,PARENT.COMPANY.NAME,CHEMICAL.NAME,TOTAL.AIR.EMISSIONS,TOTAL.UNDERGROUND.INJECTION,TOTAL.ON.SITE.LAND.RELEASES,TOTAL.TRANSFERRED.OFF.SITE.TO.DISPOSAL,TOTAL.SURFACE.WATER.DISCHARGE,TRANSFERS.TO.POTWS..METALS.AND.METAL.COMPOUNDS.,Chemical,CERCLA.Chemicals,HAPs,Metals.and.Metal.Compounds,PBT.Chemicals,Priority.Chemicals,OSHA.Chemicals,Other.Health.Effects,Body.Weight,Cardiovascular,Dermal,Developmental,Endocrine,Gastrointestinal,Hematological,Hepatic,Immunological,Metabolic,Musculoskeletal,Neurological,Ocular,Other.Systemic,Renal,Reproductive,Respiratory,Human.health.effects.information.not.identified,Acute,Intermediate,Chronic
2011,HUNTSMAN PIGMENTS & ADDITIVES,BELTSVILLE,PRINCE GEORGES,MD,20705,325188,39.06111,-76.88304,HUNTSMAN INC,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),5482,0,0,21512.11,0,0.37,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES
2007,CONNECTICUT,BETHANY,NEW HAVEN,CT,6524,325199,41.44453,-72.99136,ALDRICH CHEMICAL CO INC,MERCURY COMPOUNDS,5482,0,0,3691,0,0,MERCURY COMPOUNDS,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES
2009,US DOD USAF NELLIS AFB TEST & TRAINGING RANGE,NELLIS AFB,CLARK,NV,89191,928110,36.238667,-115.052509,US DEPARTMENT OF DEFENSE,PHOSPHORUS (YELLOW OR WHITE),5482,0,0,0,0,0,PHOSPHORUS (YELLOW OR WHITE),YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES
2008,SENECA FOODS CORP,BARABOO,SAUK,WI,53913,332431,43.4614,-89.75512,SENECA FOODS CORP,COPPER,5482,0,0,0,0,0,COPPER,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
2003,EVRAZ CLAYMONT STEEL,CLAYMONT,NEW CASTLE,DE,19703,331221,39.810232,-75.447627,EVRAZ INC N.A.,NICKEL COMPOUNDS,24489,0,21,686,16,0,NICKEL COMPOUNDS,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES
2008,VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,PORT ARTHUR,JEFFERSON,TX,77640,562211,29.954834,-93.879684,VEOLIA ENVIRONMENTAL SERVICES,BENZENE,12441,0,0,0.01,0,0,BENZENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES
2008,AVENTINE RENEWABLE ENERGY INC,PEKIN,TAZEWELL,IL,61554,311221,40.555339,-89.662904,AVENTINE RENEWABLE ENERGY HOLDINGS INC,BENZENE,1,NA,NA,0,0,0,BENZENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES
2013,US NAVY NAVAL STATION MAYPORT,JACKSONVILLE,DUVAL,FL,32228,928110,30.391111,-81.401667,US DEPARTMENT OF DEFENSE,LEAD,5482,0,3386.2,230.2,0,0,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2014,ET PRODUCTS,BREMEN,MARSHALL,IN,46506,324191,41.456288,-86.133469,,CERTAIN GLYCOL ETHERS,1,NA,NA,0,0,0,CERTAIN GLYCOL ETHERS,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2006,FLEXSYS AMERICA LP,MONONGAHELA,WASHINGTON,PA,15063,325188,40.184167,-79.934167,EASTMAN CHEMICAL CO,"1,2,4-TRIMETHYLBENZENE",41126,0,0,0,0,0,1 2 4-TRIMETHYLBENZENE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2003,ENEQUIST CHEMICAL CO INC,BROOKLYN,KINGS,NY,11237,424690,40.70967,-73.92788,,COPPER COMPOUNDS,1,NA,NA,0,0,0,COPPER COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2004,GEORGIA-PACIFIC CONSUMER PRODUCTS LP - SAVANNAH RIVER MILL,RINCON,EFFINGHAM,GA,31326,322110,32.297817,-81.190961,KOCH INDUSTRIES INC,AMMONIA,47327,0,286,0,1680,0,AMMONIA,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,YES,NO,YES
2010,HAARTZ CORP,ACTON,MIDDLESEX,MA,17203000,313320,42.48114,-71.457289,,O-XYLENE,12670,0,0,0,0,0,O-XYLENE,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2007,AES SHADY POINT LLC,PANAMA,LE FLORE,OK,74951,221112,35.1929,-94.6469,AES CORP,VANADIUM COMPOUNDS,41126,0,0,39000,0,0,VANADIUM COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES
2004,CHIEF INDUSTRIES INC BUILDINGS DIV,RENSSELAER,JASPER,IN,47978,332311,40.9456,-87.1381,CHIEF INDUSTRIES INC,MANGANESE,57530,0,0,52,0,0,MANGANESE,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2010,ARE ACCESSORIES LLC,MOUNT EATON,WAYNE,OH,446590343,336214,40.6848,-81.6733,ARE ACCESSORIES LLC,STYRENE,54414,0,0,2391,0,0,STYRENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,YES
2013,VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,PORT ARTHUR,JEFFERSON,TX,77640,562211,29.954834,-93.879684,VEOLIA ENVIRONMENTAL SERVICES,ACRYLONITRILE,20049,0,0,0,0,0,ACRYLONITRILE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
2014,SONOCO PHOENIX,HENDERSON,HENDERSON,KY,42420,332119,37.807582,-87.636902,SONOCO PRODUCTS CO,MANGANESE,5482,0,0,0,0,0,MANGANESE,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2012,BOUMATIC LLC,MADISON,DANE,WI,53716,333111,43.06979,-89.30476,MADISON ONE HOLDINGS,NICKEL,59188,0,0,0,0,0,NICKEL,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES
2012,PRECISION KIDD STEEL CO,WEST ALIQUIPPA,BEAVER,PA,15001,331222,40.64065,-80.24452,,MERCURY COMPOUNDS,5482,0,0,0,0,0,MERCURY COMPOUNDS,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES
2005,USDA ARS BELTSVILLE AGRICULTURAL RESEARCH CENTER,BELTSVILLE,PRINCE GEORGES,MD,20705,921190,39.02916,-76.88458,US DEPARTMENT OF AGRICULTURE,AMMONIA,57530,0,16750,0,0,0,AMMONIA,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,YES,NO,YES
2005,NEXEO SOLUTIONS LLC,CONROE,MONTGOMERY,TX,77303,424690,30.37769,-95.46145,NEXEO SOLUTIONS HOLDINGS LLC,CERTAIN GLYCOL ETHERS,49308,0,0,0,0,0,CERTAIN GLYCOL ETHERS,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2005,GMVM-LANSING GRAND RIVER ASSEMBLY,LANSING,INGHAM,MI,48933,336111,42.72418,-84.55569,GENERAL MOTORS LLC,ZINC COMPOUNDS,40499,0,0,6831,0,1300,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2004,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,CANTONMENT,ESCAMBIA,FL,325338926,325211,30.58941,-87.261932,ASCEND PERFORMANCE MATERIALS HOLDINGS INC,COPPER COMPOUNDS,42026,36,0,138,0,0,COPPER COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2008,QUALITY PRODUCT FINISHING INC,HOUSTON,HARRIS,TX,77064,332812,29.92019,-95.52297,,TOLUENE,58255,0,0,0,0,0,TOLUENE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES
2004,UNIVAR USA INC MORRISVILLE BRANCH,MORRISVILLE,BUCKS,PA,19067,424690,40.17008,-74.75791,UNIVAR USA INC,ETHYLENE GLYCOL,58091,0,0,913,0,0,ETHYLENE GLYCOL,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,YES
2003,EQ DETROIT INC,DETROIT,WAYNE,MI,48211,562211,42.365899,-83.047781,US ECOLOGY INC,C.I. BASIC GREEN 4,5482,0,0,146029,0,0,C.I. BASIC GREEN 4,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2009,FREEPORT-MCMORAN MORENCI INC,MORENCI,GREENLEE,AZ,855409700,212234,33.065,-109.34222,FREEPORT-MCMORAN INC,AMMONIA,11267,0,0,0,0,0,AMMONIA,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,YES,NO,YES
2010,TYSON POULTRY INC-(BOLIVAR FEED MILL),FAIRMOUNT,BARTOW,GA,30139,311119,34.38639,-84.71178,TYSON FOODS INC,MANGANESE COMPOUNDS,1,NA,NA,0,0,0,MANGANESE COMPOUNDS,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2004,C & C CAST POLYMERS INC,LINDON,UTAH,UT,84042,327991,40.33131,-111.75249,C&C CAST POLYMERS INC,STYRENE,44336,0,0,0,0,0,STYRENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,YES
2003,HALKO MANUFACTURING CO.,CLAYTON,KENT,DE,19938,336330,39.295556,-75.635,NEW PRODUCTS CO,LEAD,5482,0,0,0,0,0,LEAD,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2014,KIRKHILL RUBBER CO,BREA,ORANGE,CA,92821,339991,33.922954,-117.895217,ESTERLINE TECHNOLOGIES,ZINC COMPOUNDS,32712,0,0,11899,12,8,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
2004,INTERMET PULASKI PLANT,PULASKI,GILES,TN,38478,331521,35.207724,-87.062344,,COPPER,47367,0,0,0,0,0,COPPER,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
2013,AMETEK SPECIALTY METAL PRODUCTS DIV,WALLINGFORD,NEW HAVEN,CT,6492,331491,41.429084,-72.840289,AMETEK INC,TRICHLOROETHYLENE,40782,0,0,0,0,0,TRICHLOROETHYLENE,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES
2005,MACK TRUCKS INC,HAGERSTOWN,WASHINGTON,MD,21742,336350,39.679336,-77.720224,VOLVO GROUP,CHROMIUM,47367,0,0,5,0,5,CHROMIUM,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2003,YATES STEAM ELECTRIC GENERATING PLANT,NEWNAN,COWETA,GA,30263,221112,33.462503,-84.898549,SOUTHERN CO,BARIUM COMPOUNDS,27801,0,500135,0,16724,0,BARIUM COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES
2008,RAYONIER PERFORMANCE FIBERS JESUP MILL,JESUP,WAYNE,GA,31545,322110,31.658978,-81.84287,RAYONIER ADVANCED MATERIALS,POLYCYCLIC AROMATIC COMPOUNDS,27958,0,6.9,0,0,0,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2014,BP AMOCO CHEMICALS,DECATUR,MORGAN,AL,35601,325110,34.640326,-87.062543,BP PRODUCTS N.A. INC,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),6480,0,0,0,120,0,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES
2011,THOMAS BUILT BUSES INC,HIGH POINT,GUILFORD,NC,27260,336211,35.94298,-80.02104,DAIMLER TRUCKS N.A. LLC,MANGANESE,39946,0,0,0,0,0.3,MANGANESE,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2008,ROHM & HAAS CHEMICALS LLC,ELK GROVE VILLAGE,COOK,IL,60007,325520,41.99793,-87.94337,THE DOW CHEMICAL CO,N-BUTYL ALCOHOL,22738,0,0,0,0,0,N-BUTYL ALCOHOL,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES
2004,WASHEX INC,WICHITA FALLS,WICHITA,TX,76306,333312,33.97576,-98.53658,,MANGANESE,5482,0,0,0,0,0,MANGANESE,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES
2006,TIDI PRODUCTS LLC,NEENAH,WINNEBAGO,WI,54956,326113,44.15132,-88.48138,TP AQUISITIONS LLC,LEAD COMPOUNDS,24001,0,0,12.2,0,0.66,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2014,FLINT HILLS RESOURCES ALASKA LLC ANCHORAGE TERMINAL,ANCHORAGE,ANCHORAGE,AK,99501,424710,61.23011,-149.89143,KOCH INDUSTRIES INC,CYCLOHEXANE,58788,0,0,0,0,0,CYCLOHEXANE,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
2007,HOLCIM (US) INC - DUNDEE PLAN T,DUNDEE,MONROE,MI,481319761,327310,41.9933,-83.6596,HOLCIM (US) INC,TOLUENE,61055,0,0,0,0,0,TOLUENE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES
2006,HERITAGE THERMAL SERVICES,EAST LIVERPOOL,COLUMBIANA,OH,439205915,562112,40.631622,-80.54632,HERITAGE-WTI LLC,DI(2-ETHYLHEXYL) PHTHALATE,47367,0,0,255,0,0,DI(2-ETHYLHEXYL) PHTHALATE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES
2009,MARATHON PETROLEUM CO-FLINT MI TERMINAL,MOUNT MORRIS,GENESEE,MI,48458,424710,43.09197,-83.6746,MARATHON PETROLEUM CORP,ETHYLBENZENE,32712,0,0,0,0,0,ETHYLBENZENE,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES
2004,AISIN USA MANUFACTURING INC,SEYMOUR,JACKSON,IN,472744309,336399,38.96687,-85.86035,AISIN HOLDINGS OF AMERICA,TOLUENE,36106,0,0,0,0,0,TOLUENE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES
2004,EXIDE TECHNOLOGIES,SALINA,SALINE,KS,67401,335911,38.77396,-97.60612,EXIDE TECHNOLOGIES,ARSENIC COMPOUNDS,24263,0,0,1.4,0,0.03,ARSENIC COMPOUNDS,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,NO,YES,NO,YES
2010,CITGO PETROLEUM CORP LEMONT REFINERY,LEMONT,WILL,IL,604393659,324110,41.6475,-88.05546,CITGO PETROLEUM CORP,VANADIUM COMPOUNDS,47170,0,0,7817,9196,0,VANADIUM COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES
2004,GUARDIAN AUTOMOTIVE-LAGRANGE MOULDING,LAGRANGE,TROUP,GA,30240,326121,33.0139,-85.0539,GUARDIAN INDUSTRIES CORP,"1,2,4-TRIMETHYLBENZENE",53080,0,0,0,0,0,1 2 4-TRIMETHYLBENZENE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2014,ASHLAND PERFORMANCE MATERIALS,FORT SMITH,SEBASTIAN,AR,72901,325211,35.335625,-94.427453,ASHLAND INC,COBALT COMPOUNDS,1,NA,NA,0,0,0,COBALT COMPOUNDS,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES
2004,RMC PACIFIC MATERIALS (DBA CEMEX),DAVENPORT,SANTA CRUZ,CA,95017,327310,37.015627,-122.19902,CEMEX,DIOXIN AND DIOXIN-LIKE COMPOUNDS,10.21164021,0,0,0,0,0,DIOXIN AND DIOXIN-LIKE COMPOUNDS,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,YES
2003,ELIZABETHTOWN ENERGY LLC,ELIZABETHTOWN,BLADEN,NC,28337,221112,34.6468,-78.6416,EMERALD CLEAN POWER LLC,ZINC (FUME OR DUST),23973,0,0,0,3.6,0,ZINC (FUME OR DUST),YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES
2003,US CHROME CORP OF CONNECTICUT,STRATFORD,FAIRFIELD,CT,6615,332813,41.171918,-73.148286,US CHROME CORP,LEAD COMPOUNDS,5482,0,0,0,0,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2004,KALAS MANUFACTURING INC PLANT 1,DENVER,LANCASTER,PA,17517,331421,40.22927,-76.13271,KALAS MANUFACTURING INC,COPPER,5482,0,0,36,0,3,COPPER,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
2011,BIG CAJUN 2,NEW ROADS,POINTE COUPEE,LA,70760,221112,30.7261,-91.3669,NRG ENERGY INC,POLYCYCLIC AROMATIC COMPOUNDS,47436,0,0,0.1,0,0,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2008,NORRIS CYLINDER CO,HUNTSVILLE,MADISON,AL,358033011,332999,34.59666,-86.5517,NORRIS CYLINDER CO,"N,N-DIMETHYLFORMAMIDE",6480,0,0,0,0,0,N N-DIMETHYLFORMAMIDE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES
2007,FISK ALLOY CONDUCTORS INC,ORISKANY,ONEIDA,NY,13424,331422,43.16002,-75.37918,FISK ALLOY WIRE INC,COPPER,5482,0,0,0,0,0,COPPER,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
2011,WARING OIL CO,VICKSBURG,WARREN,MS,39183,424720,32.38919,-90.88395,WARING OIL CO,"1,2,4-TRIMETHYLBENZENE",1,NA,NA,0,0,0,1 2 4-TRIMETHYLBENZENE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
2012,ARMSTRONG HARDWOOD FLOORING CO - WITT PLANT,WARREN,BRADLEY,AR,71671,321918,33.667268,-92.097088,ARMSTRONG WORLD INDUSTRIES INC,LEAD COMPOUNDS,6542,0,0,493.9,0,0,LEAD COMPOUNDS,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO
2004,D & W PLATING CO INC,MEMPHIS,SHELBY,TN,38118,332813,35.04346,-89.93791,,NITRIC ACID,5482,0,0,0,0,0,NITRIC ACID,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2012,GEORGIA-PACIFIC CONSUMER PRODUCTS (CAMAS) LLC,CAMAS,CLARK,WA,98607,322121,45.582929,-122.407758,KOCH INDUSTRIES INC,MERCURY COMPOUNDS,41753,0,0,0.11,3,0,MERCURY COMPOUNDS,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES
2009,UNIVAR USA INC DORAVILLE FACILITY,DORAVILLE,GWINNETT,GA,303602719,424690,33.92232,-84.2574,UNIVAR USA INC,TOLUENE,40400,0,0,0,0,0,TOLUENE,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES
2003,NUCOR STEEL HERTFORD COUNTY,COFIELD,HERTFORD,NC,27922,331111,36.355216,-76.81115,NUCOR CORP,SODIUM NITRITE,5482,0,0,0,75.651,0,SODIUM NITRITE,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
2005,OWENS CORNING - MEDINA,MEDINA,MEDINA,OH,44256,324121,41.13599,-81.89102,OWENS CORNING,COPPER COMPOUNDS,1,NA,NA,0,0,0,COPPER COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO
2012,ARKEMA INC CLEAR LAKE,PASADENA,HARRIS,TX,77507,325110,29.624369,-95.062877,ARKEMA DELAWARE  INC,ACROLEIN,57184,0,0,0,0,0,ACROLEIN,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,YES,YES,YES
2011,HONDA OF AMERICA MANUFACTURING INC,EAST LIBERTY,LOGAN,OH,43319,336111,40.3294,-83.57391,AMERICAN HONDA MOTOR CO INC,SODIUM NITRITE,5482,0,0,0,0,0,SODIUM NITRITE,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
2013,SMICO MANUFACTURING CO INC,OKLAHOMA CITY,OKLAHOMA,OK,73149,333999,35.40387,-97.48433,,COPPER,5482,0,0,0,0,0,COPPER,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO
2005,CAMOPLAST ROCKLAND LTD EMPORIA DIV,EMPORIA,LYON,KS,66801,326291,38.39665,-96.15526,CAMOPLAST ROCKLAND LTD,ZINC COMPOUNDS,5482,0,0,1710,0,0,ZINC COMPOUNDS,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES
